year,day,hour,xco2
2018,153,22.059,408.08
2018,153,22.182,408.08
2018,153,22.799,408.08
2018,153,22.904,408.08
2018,153,23.053,408.08
2018,153,23.06,408.08
2018,153,23.09,408.08
2018,153,23.651,408.08
2018,153,23.772,408.08
2018,153,23.802,408.08
2018,153,23.905,408.08
2018,153,24.403,408.08
2018,153,24.673,408.08
2018,153,16.77,408.09
2018,153,17.881,408.09
2018,153,18.342,408.09
2018,153,18.465,408.09
2018,153,19.32,408.09
2018,153,19.502,408.09
2018,153,19.604,408.09
2018,153,19.61,408.09
2018,153,19.761,408.09
2018,153,19.832,408.09
2018,153,20.03,408.09
2018,153,20.254,408.09
2018,153,20.324,408.09
2018,153,20.422,408.09
2018,153,20.603,408.09
2018,153,20.831,408.09
2018,153,21.147,408.09
2018,153,21.626,408.09
2018,153,21.714,408.09
2018,153,21.798,408.09
2018,153,22.276,408.09
2018,153,22.424,408.09
2018,153,22.465,408.09
2018,153,22.63,408.09
2018,153,22.834,408.09
2018,153,23.413,408.09
2018,153,23.767,408.09
2018,153,23.828,408.09
2018,153,24.371,408.09
2018,153,24.434,408.09
2018,153,24.606,408.09
2018,153,16.907,408.1
2018,153,18.286,408.1
2018,153,19.507,408.1
2018,153,19.755,408.1
2018,153,19.881,408.1
2018,153,19.937,408.1
2018,153,20.202,408.1
2018,153,20.229,408.1
2018,153,21.785,408.1
2018,153,22.126,408.1
2018,153,22.392,408.1
2018,153,22.51,408.1
2018,153,22.6,408.1
2018,153,23.109,408.1
2018,153,23.388,408.1
2018,153,23.535,408.1
2018,153,23.562,408.1
2018,153,23.586,408.1
2018,153,23.88,408.1
2018,153,24.161,408.1
2018,153,24.212,408.1
2018,153,24.285,408.1
2018,153,24.304,408.1
2018,153,24.36,408.1
2018,153,16.801,408.11
2018,153,16.954,408.11
2018,153,17.076,408.11
2018,153,17.901,408.11
2018,153,18.232,408.11
2018,153,19.017,408.11
2018,153,19.305,408.11
2018,153,19.473,408.11
2018,153,19.618,408.11
2018,153,19.719,408.11
2018,153,19.812,408.11
2018,153,20.082,408.11
2018,153,20.27,408.11
2018,153,20.437,408.11
2018,153,20.582,408.11
2018,153,20.806,408.11
2018,153,21.425,408.11
2018,153,21.5,408.11
2018,153,21.61,408.11
2018,153,21.931,408.11
2018,153,21.982,408.11
2018,153,22.121,408.11
2018,153,22.241,408.11
2018,153,22.343,408.11
2018,153,22.348,408.11
2018,153,22.404,408.11
2018,153,22.569,408.11
2018,153,22.751,408.11
2018,153,22.873,408.11
2018,153,23.167,408.11
2018,153,23.291,408.11
2018,153,23.379,408.11
2018,153,23.44,408.11
2018,153,23.469,408.11
2018,153,23.983,408.11
2018,153,24.025,408.11
2018,153,24.072,408.11
2018,153,24.118,408.11
2018,153,24.17,408.11
2018,153,24.265,408.11
2018,153,24.561,408.11
2018,153,24.592,408.11
2018,153,24.684,408.11
2018,153,16.649,408.12
2018,153,18.15,408.12
2018,153,18.581,408.12
2018,153,18.66,408.12
2018,153,18.691,408.12
2018,153,18.797,408.12
2018,153,18.834,408.12
2018,153,19.032,408.12
2018,153,19.296,408.12
2018,153,19.381,408.12
2018,153,19.416,408.12
2018,153,20.173,408.12
2018,153,20.442,408.12
2018,153,20.517,408.12
2018,153,20.674,408.12
2018,153,20.751,408.12
2018,153,20.78,408.12
2018,153,20.918,408.12
2018,153,20.959,408.12
2018,153,20.969,408.12
2018,153,21.126,408.12
2018,153,21.157,408.12
2018,153,21.306,408.12
2018,153,21.379,408.12
2018,153,21.393,408.12
2018,153,21.825,408.12
2018,153,21.96,408.12
2018,153,22.109,408.12
2018,153,22.165,408.12
2018,153,22.342,408.12
2018,153,22.419,408.12
2018,153,22.444,408.12
2018,153,22.458,408.12
2018,153,22.463,408.12
2018,153,22.625,408.12
2018,153,22.721,408.12
2018,153,23.14,408.12
2018,153,23.221,408.12
2018,153,23.253,408.12
2018,153,23.383,408.12
2018,153,23.389,408.12
2018,153,23.54,408.12
2018,153,23.736,408.12
2018,153,23.898,408.12
2018,153,24.047,408.12
2018,153,24.306,408.12
2018,153,24.488,408.12
2018,153,24.678,408.12
2018,153,17.889,408.13
2018,153,18.076,408.13
2018,153,18.177,408.13
2018,153,18.222,408.13
2018,153,19.342,408.13
2018,153,19.65,408.13
2018,153,19.982,408.13
2018,153,20.112,408.13
2018,153,20.183,408.13
2018,153,20.823,408.13
2018,153,21.712,408.13
2018,153,21.757,408.13
2018,153,21.896,408.13
2018,153,21.904,408.13
2018,153,21.967,408.13
2018,153,21.992,408.13
2018,153,22.06,408.13
2018,153,22.185,408.13
2018,153,22.278,408.13
2018,153,22.291,408.13
2018,153,22.389,408.13
2018,153,22.554,408.13
2018,153,22.88,408.13
2018,153,22.91,408.13
2018,153,23.017,408.13
2018,153,23.119,408.13
2018,153,23.286,408.13
2018,153,23.398,408.13
2018,153,23.536,408.13
2018,153,23.785,408.13
2018,153,23.797,408.13
2018,153,24.091,408.13
2018,153,24.114,408.13
2018,153,24.223,408.13
2018,153,24.398,408.13
2018,153,24.76,408.13
2018,153,16.619,408.14
2018,153,17.146,408.14
2018,153,17.389,408.14
2018,153,18.849,408.14
2018,153,18.928,408.14
2018,153,18.948,408.14
2018,153,19.158,408.14
2018,153,19.347,408.14
2018,153,20.143,408.14
2018,153,20.168,408.14
2018,153,20.219,408.14
2018,153,20.638,408.14
2018,153,20.762,408.14
2018,153,20.821,408.14
2018,153,20.893,408.14
2018,153,20.923,408.14
2018,153,21.086,408.14
2018,153,21.388,408.14
2018,153,21.458,408.14
2018,153,21.529,408.14
2018,153,22.065,408.14
2018,153,22.804,408.14
2018,153,22.894,408.14
2018,153,22.991,408.14
2018,153,23.327,408.14
2018,153,23.479,408.14
2018,153,23.52,408.14
2018,153,23.591,408.14
2018,153,23.658,408.14
2018,153,23.775,408.14
2018,153,23.909,408.14
2018,153,24.423,408.14
2018,153,17.162,408.15
2018,153,18.814,408.15
2018,153,19.103,408.15
2018,153,19.128,408.15
2018,153,19.466,408.15
2018,153,19.721,408.15
2018,153,19.792,408.15
2018,153,19.963,408.15
2018,153,20.141,408.15
2018,153,20.29,408.15
2018,153,20.491,408.15
2018,153,20.899,408.15
2018,153,21.329,408.15
2018,153,21.514,408.15
2018,153,21.709,408.15
2018,153,21.778,408.15
2018,153,21.854,408.15
2018,153,22.05,408.15
2018,153,22.069,408.15
2018,153,22.08,408.15
2018,153,22.534,408.15
2018,153,22.64,408.15
2018,153,22.878,408.15
2018,153,22.914,408.15
2018,153,23.156,408.15
2018,153,23.266,408.15
2018,153,23.393,408.15
2018,153,23.399,408.15
2018,153,23.53,408.15
2018,153,23.854,408.15
2018,153,24.098,408.15
2018,153,24.418,408.15
2018,153,24.602,408.15
2018,153,17.123,408.16
2018,153,17.982,408.16
2018,153,18.049,408.16
2018,153,18.136,408.16
2018,153,18.423,408.16
2018,153,18.498,408.16
2018,153,19.163,408.16
2018,153,19.438,408.16
2018,153,19.564,408.16
2018,153,19.6,408.16
2018,153,19.928,408.16
2018,153,20.4,408.16
2018,153,20.552,408.16
2018,153,20.64,408.16
2018,153,20.767,408.16
2018,153,20.91,408.16
2018,153,21.597,408.16
2018,153,21.673,408.16
2018,153,21.94,408.16
2018,153,22.025,408.16
2018,153,22.296,408.16
2018,153,22.559,408.16
2018,153,22.566,408.16
2018,153,22.574,408.16
2018,153,22.605,408.16
2018,153,22.617,408.16
2018,153,22.627,408.16
2018,153,22.655,408.16
2018,153,22.819,408.16
2018,153,22.899,408.16
2018,153,22.956,408.16
2018,153,23.096,408.16
2018,153,23.192,408.16
2018,153,23.496,408.16
2018,153,23.847,408.16
2018,153,23.921,408.16
2018,153,24.154,408.16
2018,153,24.232,408.16
2018,153,24.263,408.16
2018,153,24.679,408.16
2018,153,24.688,408.16
2018,153,18.07,408.17
2018,153,18.58,408.17
2018,153,18.716,408.17
2018,153,19.775,408.17
2018,153,19.913,408.17
2018,153,19.938,408.17
2018,153,20.415,408.17
2018,153,20.447,408.17
2018,153,20.77,408.17
2018,153,20.889,408.17
2018,153,21.074,408.17
2018,153,22.662,408.17
2018,153,23.001,408.17
2018,153,23.212,408.17
2018,153,23.227,408.17
2018,153,23.344,408.17
2018,153,23.349,408.17
2018,153,24.14,408.17
2018,153,24.341,408.17
2018,153,24.447,408.17
2018,153,24.616,408.17
2018,153,16.679,408.18
2018,153,16.836,408.18
2018,153,16.928,408.18
2018,153,17.249,408.18
2018,153,17.47,408.18
2018,153,18.05,408.18
2018,153,18.151,408.18
2018,153,18.202,408.18
2018,153,18.731,408.18
2018,153,18.869,408.18
2018,153,19.165,408.18
2018,153,19.236,408.18
2018,153,19.271,408.18
2018,153,19.311,408.18
2018,153,19.372,408.18
2018,153,19.827,408.18
2018,153,19.893,408.18
2018,153,21.099,408.18
2018,153,21.227,408.18
2018,153,21.465,408.18
2018,153,21.567,408.18
2018,153,21.595,408.18
2018,153,21.749,408.18
2018,153,21.845,408.18
2018,153,22.166,408.18
2018,153,22.59,408.18
2018,153,22.949,408.18
2018,153,22.966,408.18
2018,153,23.116,408.18
2018,153,23.713,408.18
2018,153,23.72,408.18
2018,153,23.725,408.18
2018,153,24.035,408.18
2018,153,24.242,408.18
2018,153,24.33,408.18
2018,153,24.582,408.18
2018,153,24.607,408.18
2018,153,24.631,408.18
2018,153,24.785,408.18
2018,153,16.346,408.19
2018,153,18.323,408.19
2018,153,19.498,408.19
2018,153,19.524,408.19
2018,153,19.684,408.19
2018,153,19.714,408.19
2018,153,22.114,408.19
2018,153,22.124,408.19
2018,153,22.905,408.19
2018,153,23.099,408.19
2018,153,23.916,408.19
2018,153,24.452,408.19
2018,153,17.04,408.2
2018,153,18.055,408.2
2018,153,19.574,408.2
2018,153,19.878,408.2
2018,153,20.016,408.2
2018,153,20.08,408.2
2018,153,20.446,408.2
2018,153,20.527,408.2
2018,153,20.981,408.2
2018,153,21.384,408.2
2018,153,21.499,408.2
2018,153,21.813,408.2
2018,153,22.119,408.2
2018,153,22.136,408.2
2018,153,22.711,408.2
2018,153,22.934,408.2
2018,153,23.101,408.2
2018,153,23.78,408.2
2018,153,23.919,408.2
2018,153,24.413,408.2
2018,153,24.432,408.2
2018,153,24.449,408.2
2018,153,17.965,408.21
2018,153,17.985,408.21
2018,153,18.266,408.21
2018,153,18.822,408.21
2018,153,19.246,408.21
2018,153,19.35,408.21
2018,153,19.76,408.21
2018,153,20.488,408.21
2018,153,20.745,408.21
2018,153,21.055,408.21
2018,153,21.069,408.21
2018,153,21.116,408.21
2018,153,21.186,408.21
2018,153,21.475,408.21
2018,153,21.48,408.21
2018,153,21.698,408.21
2018,153,21.759,408.21
2018,153,22.146,408.21
2018,153,22.21,408.21
2018,153,22.702,408.21
2018,153,23.028,408.21
2018,153,23.033,408.21
2018,153,23.135,408.21
2018,153,23.694,408.21
2018,153,23.796,408.21
2018,153,23.816,408.21
2018,153,24.107,408.21
2018,153,16.457,408.22
2018,153,17.234,408.22
2018,153,18.301,408.22
2018,153,18.615,408.22
2018,153,19.153,408.22
2018,153,19.685,408.22
2018,153,19.81,408.22
2018,153,20.187,408.22
2018,153,20.275,408.22
2018,153,20.41,408.22
2018,153,20.483,408.22
2018,153,20.587,408.22
2018,153,20.903,408.22
2018,153,20.949,408.22
2018,153,21.55,408.22
2018,153,22.257,408.22
2018,153,22.364,408.22
2018,153,22.611,408.22
2018,153,22.642,408.22
2018,153,22.647,408.22
2018,153,22.889,408.22
2018,153,22.99,408.22
2018,153,23.068,408.22
2018,153,23.141,408.22
2018,153,23.222,408.22
2018,153,24.255,408.22
2018,153,24.311,408.22
2018,153,24.626,408.22
2018,153,24.654,408.22
2018,153,24.683,408.22
2018,153,16.886,408.23
2018,153,18.488,408.23
2018,153,18.827,408.23
2018,153,19.441,408.23
2018,153,19.825,408.23
2018,153,20.392,408.23
2018,153,20.43,408.23
2018,153,20.741,408.23
2018,153,20.915,408.23
2018,153,21.294,408.23
2018,153,21.551,408.23
2018,153,21.844,408.23
2018,153,22.849,408.23
2018,153,22.89,408.23
2018,153,22.919,408.23
2018,153,23.094,408.23
2018,153,23.646,408.23
2018,153,23.683,408.23
2018,153,24.279,408.23
2018,153,16.797,408.24
2018,153,18.278,408.24
2018,153,18.384,408.24
2018,153,18.884,408.24
2018,153,18.955,408.24
2018,153,18.975,408.24
2018,153,19.492,408.24
2018,153,19.664,408.24
2018,153,19.694,408.24
2018,153,19.857,408.24
2018,153,20.177,408.24
2018,153,20.212,408.24
2018,153,20.227,408.24
2018,153,20.309,408.24
2018,153,20.344,408.24
2018,153,20.466,408.24
2018,153,20.63,408.24
2018,153,20.675,408.24
2018,153,20.757,408.24
2018,153,20.854,408.24
2018,153,21.8,408.24
2018,153,21.815,408.24
2018,153,21.818,408.24
2018,153,22.236,408.24
2018,153,22.271,408.24
2018,153,22.438,408.24
2018,153,22.997,408.24
2018,153,23.51,408.24
2018,153,24.109,408.24
2018,153,24.192,408.24
2018,153,24.585,408.24
2018,153,24.787,408.24
2018,153,16.275,408.25
2018,153,16.696,408.25
2018,153,17.072,408.25
2018,153,17.108,408.25
2018,153,17.121,408.25
2018,153,18.145,408.25
2018,153,18.298,408.25
2018,153,18.368,408.25
2018,153,18.427,408.25
2018,153,18.799,408.25
2018,153,18.883,408.25
2018,153,19.028,408.25
2018,153,19.062,408.25
2018,153,19.483,408.25
2018,153,19.529,408.25
2018,153,19.68,408.25
2018,153,19.817,408.25
2018,153,20.441,408.25
2018,153,20.493,408.25
2018,153,21.075,408.25
2018,153,21.339,408.25
2018,153,21.621,408.25
2018,153,21.661,408.25
2018,153,21.795,408.25
2018,153,22.556,408.25
2018,153,22.782,408.25
2018,153,23.337,408.25
2018,153,23.364,408.25
2018,153,23.476,408.25
2018,153,23.838,408.25
2018,153,23.849,408.25
2018,153,23.863,408.25
2018,153,23.904,408.25
2018,153,24.336,408.25
2018,153,24.695,408.25
2018,153,17.153,408.26
2018,153,17.254,408.26
2018,153,17.348,408.26
2018,153,17.869,408.26
2018,153,17.98,408.26
2018,153,18.217,408.26
2018,153,18.473,408.26
2018,153,18.508,408.26
2018,153,19.074,408.26
2018,153,19.18,408.26
2018,153,19.254,408.26
2018,153,19.396,408.26
2018,153,19.482,408.26
2018,153,19.539,408.26
2018,153,20.015,408.26
2018,153,20.188,408.26
2018,153,20.208,408.26
2018,153,20.339,408.26
2018,153,20.349,408.26
2018,153,20.371,408.26
2018,153,20.486,408.26
2018,153,20.508,408.26
2018,153,20.532,408.26
2018,153,20.645,408.26
2018,153,20.838,408.26
2018,153,20.888,408.26
2018,153,21.07,408.26
2018,153,21.222,408.26
2018,153,21.372,408.26
2018,153,21.394,408.26
2018,153,21.808,408.26
2018,153,22.5,408.26
2018,153,22.525,408.26
2018,153,22.67,408.26
2018,153,22.767,408.26
2018,153,23.129,408.26
2018,153,23.256,408.26
2018,153,23.638,408.26
2018,153,23.813,408.26
2018,153,23.955,408.26
2018,153,24.393,408.26
2018,153,18.348,408.27
2018,153,18.708,408.27
2018,153,18.807,408.27
2018,153,19.256,408.27
2018,153,20.035,408.27
2018,153,20.072,408.27
2018,153,20.153,408.27
2018,153,20.273,408.27
2018,153,20.787,408.27
2018,153,21.018,408.27
2018,153,21.156,408.27
2018,153,21.413,408.27
2018,153,21.935,408.27
2018,153,22.09,408.27
2018,153,22.546,408.27
2018,153,22.768,408.27
2018,153,22.777,408.27
2018,153,23.957,408.27
2018,153,23.996,408.27
2018,153,24.05,408.27
2018,153,24.669,408.27
2018,153,16.55,408.28
2018,153,16.694,408.28
2018,153,17.376,408.28
2018,153,17.586,408.28
2018,153,18.094,408.28
2018,153,18.316,408.28
2018,153,18.702,408.28
2018,153,18.839,408.28
2018,153,19.023,408.28
2018,153,19.413,408.28
2018,153,19.67,408.28
2018,153,19.78,408.28
2018,153,20.138,408.28
2018,153,20.264,408.28
2018,153,20.549,408.28
2018,153,20.608,408.28
2018,153,20.699,408.28
2018,153,20.859,408.28
2018,153,21.142,408.28
2018,153,22.495,408.28
2018,153,22.802,408.28
2018,153,22.858,408.28
2018,153,22.883,408.28
2018,153,23.104,408.28
2018,153,23.494,408.28
2018,153,23.601,408.28
2018,153,23.662,408.28
2018,153,24.067,408.28
2018,153,24.412,408.28
2018,153,24.719,408.28
2018,153,16.974,408.29
2018,153,17.305,408.29
2018,153,17.323,408.29
2018,153,17.369,408.29
2018,153,17.553,408.29
2018,153,17.905,408.29
2018,153,17.992,408.29
2018,153,18.096,408.29
2018,153,18.167,408.29
2018,153,18.205,408.29
2018,153,18.443,408.29
2018,153,18.802,408.29
2018,153,18.923,408.29
2018,153,18.969,408.29
2018,153,18.97,408.29
2018,153,19.057,408.29
2018,153,19.226,408.29
2018,153,19.362,408.29
2018,153,19.508,408.29
2018,153,19.765,408.29
2018,153,19.79,408.29
2018,153,20.521,408.29
2018,153,20.689,408.29
2018,153,20.807,408.29
2018,153,21.173,408.29
2018,153,21.484,408.29
2018,153,21.909,408.29
2018,153,22.232,408.29
2018,153,22.354,408.29
2018,153,22.691,408.29
2018,153,22.753,408.29
2018,153,22.895,408.29
2018,153,23.073,408.29
2018,153,23.459,408.29
2018,153,23.577,408.29
2018,153,23.612,408.29
2018,153,23.873,408.29
2018,153,23.971,408.29
2018,153,24.228,408.29
2018,153,24.233,408.29
2018,153,24.541,408.29
2018,153,24.642,408.29
2018,153,16.518,408.3
2018,153,16.765,408.3
2018,153,17.188,408.3
2018,153,17.846,408.3
2018,153,17.925,408.3
2018,153,18.377,408.3
2018,153,18.627,408.3
2018,153,18.803,408.3
2018,153,19.138,408.3
2018,153,19.194,408.3
2018,153,19.638,408.3
2018,153,19.701,408.3
2018,153,19.979,408.3
2018,153,20.192,408.3
2018,153,20.3,408.3
2018,153,20.412,408.3
2018,153,20.864,408.3
2018,153,21.197,408.3
2018,153,21.322,408.3
2018,153,21.344,408.3
2018,153,21.914,408.3
2018,153,22.22,408.3
2018,153,22.338,408.3
2018,153,22.682,408.3
2018,153,22.814,408.3
2018,153,22.885,408.3
2018,153,23.443,408.3
2018,153,23.521,408.3
2018,153,23.672,408.3
2018,153,24.442,408.3
2018,153,24.782,408.3
2018,153,16.302,408.31
2018,153,16.396,408.31
2018,153,16.977,408.31
2018,153,17.141,408.31
2018,153,18.161,408.31
2018,153,18.197,408.31
2018,153,18.237,408.31
2018,153,18.438,408.31
2018,153,18.933,408.31
2018,153,19.034,408.31
2018,153,19.067,408.31
2018,153,19.367,408.31
2018,153,19.579,408.31
2018,153,20.222,408.31
2018,153,20.848,408.31
2018,153,21.377,408.31
2018,153,21.44,408.31
2018,153,21.605,408.31
2018,153,21.82,408.31
2018,153,21.874,408.31
2018,153,21.899,408.31
2018,153,22.434,408.31
2018,153,22.45,408.31
2018,153,22.723,408.31
2018,153,23.182,408.31
2018,153,23.246,408.31
2018,153,23.359,408.31
2018,153,23.57,408.31
2018,153,23.977,408.31
2018,153,24.159,408.31
2018,153,24.202,408.31
2018,153,24.244,408.31
2018,153,24.652,408.31
2018,153,16.301,408.32
2018,153,16.492,408.32
2018,153,16.674,408.32
2018,153,17.126,408.32
2018,153,18.054,408.32
2018,153,18.135,408.32
2018,153,18.16,408.32
2018,153,18.328,408.32
2018,153,18.338,408.32
2018,153,18.468,408.32
2018,153,18.483,408.32
2018,153,18.566,408.32
2018,153,18.748,408.32
2018,153,18.913,408.32
2018,153,18.945,408.32
2018,153,19.251,408.32
2018,153,19.589,408.32
2018,153,19.766,408.32
2018,153,19.842,408.32
2018,153,19.999,408.32
2018,153,20.04,408.32
2018,153,20.263,408.32
2018,153,20.572,408.32
2018,153,20.878,408.32
2018,153,20.985,408.32
2018,153,21.111,408.32
2018,153,21.161,408.32
2018,153,21.773,408.32
2018,153,22.48,408.32
2018,153,22.981,408.32
2018,153,23.185,408.32
2018,153,23.19,408.32
2018,153,23.372,408.32
2018,153,23.808,408.32
2018,153,23.852,408.32
2018,153,23.993,408.32
2018,153,24.291,408.32
2018,153,16.699,408.34
2018,153,16.782,408.34
2018,153,17.015,408.34
2018,153,17.143,408.34
2018,153,17.219,408.34
2018,153,17.224,408.34
2018,153,17.945,408.34
2018,153,17.977,408.34
2018,153,18.015,408.34
2018,153,18.023,408.34
2018,153,18.635,408.34
2018,153,19.027,408.34
2018,153,19.135,408.34
2018,153,19.205,408.34
2018,153,19.37,408.34
2018,153,19.382,408.34
2018,153,19.421,408.34
2018,153,19.615,408.34
2018,153,19.751,408.34
2018,153,19.906,408.34
2018,153,19.974,408.34
2018,153,20.06,408.34
2018,153,20.097,408.34
2018,153,20.329,408.34
2018,153,20.39,408.34
2018,153,20.65,408.34
2018,153,20.785,408.34
2018,153,20.951,408.34
2018,153,21.171,408.34
2018,153,22.116,408.34
2018,153,22.778,408.34
2018,153,22.844,408.34
2018,153,23.043,408.34
2018,153,23.2,408.34
2018,153,23.703,408.34
2018,153,23.888,408.34
2018,153,24.13,408.34
2018,153,24.164,408.34
2018,153,16.573,408.35
2018,153,16.762,408.35
2018,153,17.36,408.35
2018,153,18.131,408.35
2018,153,18.337,408.35
2018,153,18.367,408.35
2018,153,18.569,408.35
2018,153,18.574,408.35
2018,153,18.718,408.35
2018,153,18.721,408.35
2018,153,18.94,408.35
2018,153,19.084,408.35
2018,153,19.093,408.35
2018,153,19.532,408.35
2018,153,19.593,408.35
2018,153,19.82,408.35
2018,153,19.891,408.35
2018,153,19.984,408.35
2018,153,20.523,408.35
2018,153,21.023,408.35
2018,153,21.045,408.35
2018,153,21.359,408.35
2018,153,21.49,408.35
2018,153,21.737,408.35
2018,153,22.04,408.35
2018,153,22.227,408.35
2018,153,22.738,408.35
2018,153,23.21,408.35
2018,153,24.554,408.35
2018,153,24.6,408.35
2018,153,24.659,408.35
2018,153,24.674,408.35
2018,153,16.858,408.36
2018,153,17.116,408.36
2018,153,17.152,408.36
2018,153,17.824,408.36
2018,153,18.101,408.36
2018,153,18.303,408.36
2018,153,18.777,408.36
2018,153,19.209,408.36
2018,153,19.493,408.36
2018,153,19.514,408.36
2018,153,19.777,408.36
2018,153,20.062,408.36
2018,153,20.133,408.36
2018,153,20.547,408.36
2018,153,20.979,408.36
2018,153,21.033,408.36
2018,153,21.035,408.36
2018,153,21.166,408.36
2018,153,21.409,408.36
2018,153,21.582,408.36
2018,153,21.704,408.36
2018,153,21.926,408.36
2018,153,21.955,408.36
2018,153,22.002,408.36
2018,153,22.104,408.36
2018,153,22.308,408.36
2018,153,23.811,408.36
2018,153,24.462,408.36
2018,153,16.565,408.37
2018,153,16.721,408.37
2018,153,16.866,408.37
2018,153,16.942,408.37
2018,153,16.969,408.37
2018,153,17.027,408.37
2018,153,17.03,408.37
2018,153,17.194,408.37
2018,153,18.551,408.37
2018,153,18.585,408.37
2018,153,18.763,408.37
2018,153,18.792,408.37
2018,153,18.893,408.37
2018,153,19.729,408.37
2018,153,19.741,408.37
2018,153,19.785,408.37
2018,153,20.857,408.37
2018,153,20.905,408.37
2018,153,21.265,408.37
2018,153,21.485,408.37
2018,153,21.884,408.37
2018,153,21.945,408.37
2018,153,22.048,408.37
2018,153,22.743,408.37
2018,153,22.848,408.37
2018,153,22.941,408.37
2018,153,22.975,408.37
2018,153,23.273,408.37
2018,153,23.693,408.37
2018,153,24.045,408.37
2018,153,24.096,408.37
2018,153,24.321,408.37
2018,153,16.376,408.38
2018,153,16.903,408.38
2018,153,17.081,408.38
2018,153,17.197,408.38
2018,153,17.546,408.38
2018,153,18.318,408.38
2018,153,18.404,408.38
2018,153,18.873,408.38
2018,153,18.905,408.38
2018,153,19.018,408.38
2018,153,19.118,408.38
2018,153,19.407,408.38
2018,153,19.497,408.38
2018,153,19.527,408.38
2018,153,19.557,408.38
2018,153,19.608,408.38
2018,153,19.807,408.38
2018,153,19.977,408.38
2018,153,20.224,408.38
2018,153,20.295,408.38
2018,153,20.351,408.38
2018,153,20.567,408.38
2018,153,20.579,408.38
2018,153,20.68,408.38
2018,153,20.976,408.38
2018,153,21.443,408.38
2018,153,21.455,408.38
2018,153,21.687,408.38
2018,153,22.298,408.38
2018,153,22.327,408.38
2018,153,22.741,408.38
2018,153,22.864,408.38
2018,153,23.022,408.38
2018,153,23.621,408.38
2018,153,23.823,408.38
2018,153,24.611,408.38
2018,153,24.622,408.38
2018,153,16.459,408.39
2018,153,16.489,408.39
2018,153,17.091,408.39
2018,153,17.131,408.39
2018,153,17.91,408.39
2018,153,17.911,408.39
2018,153,17.957,408.39
2018,153,18.171,408.39
2018,153,18.402,408.39
2018,153,18.536,408.39
2018,153,18.6,408.39
2018,153,18.859,408.39
2018,153,19.16,408.39
2018,153,19.569,408.39
2018,153,19.653,408.39
2018,153,19.861,408.39
2018,153,20.163,408.39
2018,153,20.663,408.39
2018,153,20.816,408.39
2018,153,20.817,408.39
2018,153,20.93,408.39
2018,153,21.12,408.39
2018,153,21.327,408.39
2018,153,21.494,408.39
2018,153,21.509,408.39
2018,153,21.562,408.39
2018,153,21.764,408.39
2018,153,21.83,408.39
2018,153,21.859,408.39
2018,153,21.869,408.39
2018,153,21.99,408.39
2018,153,22.17,408.39
2018,153,22.509,408.39
2018,153,22.677,408.39
2018,153,23.433,408.39
2018,153,23.71,408.39
2018,153,23.729,408.39
2018,153,23.96,408.39
2018,153,24.071,408.39
2018,153,24.181,408.39
2018,153,16.316,408.4
2018,153,16.366,408.4
2018,153,16.806,408.4
2018,153,17.042,408.4
2018,153,17.103,408.4
2018,153,17.148,408.4
2018,153,17.273,408.4
2018,153,18.23,408.4
2018,153,18.676,408.4
2018,153,18.858,408.4
2018,153,19.133,408.4
2018,153,19.155,408.4
2018,153,19.423,408.4
2018,153,19.746,408.4
2018,153,19.77,408.4
2018,153,19.837,408.4
2018,153,19.888,408.4
2018,153,19.989,408.4
2018,153,20.156,408.4
2018,153,20.207,408.4
2018,153,20.244,408.4
2018,153,20.451,408.4
2018,153,20.648,408.4
2018,153,20.846,408.4
2018,153,20.964,408.4
2018,153,21.145,408.4
2018,153,21.747,408.4
2018,153,21.84,408.4
2018,153,22.286,408.4
2018,153,22.387,408.4
2018,153,22.409,408.4
2018,153,22.787,408.4
2018,153,22.921,408.4
2018,153,23.499,408.4
2018,153,24.123,408.4
2018,153,24.484,408.4
2018,153,24.529,408.4
2018,153,24.534,408.4
2018,153,24.751,408.4
2018,153,16.989,408.41
2018,153,17.227,408.41
2018,153,17.84,408.41
2018,153,17.997,408.41
2018,153,18.03,408.41
2018,153,18.038,408.41
2018,153,18.331,408.41
2018,153,18.713,408.41
2018,153,18.809,408.41
2018,153,18.817,408.41
2018,153,18.958,408.41
2018,153,19.219,408.41
2018,153,19.472,408.41
2018,153,19.797,408.41
2018,153,19.957,408.41
2018,153,20.131,408.41
2018,153,20.305,408.41
2018,153,20.366,408.41
2018,153,20.562,408.41
2018,153,20.618,408.41
2018,153,20.833,408.41
2018,153,21.208,408.41
2018,153,21.268,408.41
2018,153,21.284,408.41
2018,153,21.332,408.41
2018,153,21.526,408.41
2018,153,21.707,408.41
2018,153,22.161,408.41
2018,153,22.263,408.41
2018,153,22.313,408.41
2018,153,22.531,408.41
2018,153,22.595,408.41
2018,153,23.572,408.41
2018,153,23.602,408.41
2018,153,23.827,408.41
2018,153,24.531,408.41
2018,153,24.643,408.41
2018,153,16.957,408.42
2018,153,17.035,408.42
2018,153,17.465,408.42
2018,153,18.084,408.42
2018,153,18.601,408.42
2018,153,18.868,408.42
2018,153,19.104,408.42
2018,153,19.428,408.42
2018,153,19.625,408.42
2018,153,19.734,408.42
2018,153,19.903,408.42
2018,153,20.011,408.42
2018,153,20.092,408.42
2018,153,20.283,408.42
2018,153,20.354,408.42
2018,153,20.356,408.42
2018,153,20.554,408.42
2018,153,20.577,408.42
2018,153,20.747,408.42
2018,153,20.956,408.42
